encabezado,enlace,fuente,fecha,clase
Jalisco registra en una semana 61 casos de dengue y acumula 390,https://www.eluniversal.com.mx/estados/jalisco-registra-en-una-semana-61-casos-de-dengue-y-acumula-390,universal,28-06-2020,0
¡Cirque du Soleil se declara en quiebra debido a la pandemia!,https://www.la-prensa.com.mx/gossip/cirque-du-soleil-se-declara-en-quiebra-bancarrota-debido-a-la-pandemia-covid-19-coronavirus-5428423.html,laprensa,29-06-2020,1
Han muerto 170 trabajadores del IMSS por coronavirus,https://www.milenio.com/ciencia-y-salud/por-coronavirus-han-muerto-170-trabajadores-del-imss,milenio,29-06-2020,0
"Arizona ordena cerrar bares, gimnasios y cines ante repunte de casos de Covid",https://www.eluniversal.com.mx/mundo/arizona-ordena-cerrar-bares-gimnasios-y-cines-ante-repunte-de-casos-de-covid,universal,29-06-2020,0
Edomex suma 34 mil 253 casos positivos de coronavirus,https://www.milenio.com/ciencia-y-salud/coronavirus-edomex-suma-34-mil-253-casos-positivos-covid-19,milenio,30-06-2020,0
Podría darse un rebrote de coronavirus en invierno: López-Gatell,https://www.la-prensa.com.mx/mexico/sociedad/podria-darse-un-rebrote-de-coronavirus-en-invierno-lopez-gatell-5430444.html,laprensa,30-06-2020,0
Llama Sheinbaum a no bajar la guardia contra el Covid-19,https://www.eluniversal.com.mx/metropoli/cdmx/sheinbaum-llama-no-bajar-la-guardia-contra-el-covid-19,universal,1-07-2020,0
"Con una proteína, hallan posible tratamiento para cáncer del sistema nervioso",https://www.la-prensa.com.mx/doble-via/salud/con-una-proteina-hallan-posible-tratamiento-para-cancer-del-sistema-nervioso-5430636.html,laprensa,1-07-2020,0
"En Sonora, reportan 28 trabajadores del sector salud muertos por coronavirus",https://www.milenio.com/estados/coronaviurs-sonora-reportan-28-muertes-personal-medico,milenio,2-07-2020,1
Hospitales se saturan en Nuevo Laredo,https://www.milenio.com/ciencia-y-salud/coronavirus-tamaulipas-hospitales-se-saturan-en-nuevo-laredo,milenio,2-07-2020,0
"Por pandemia, se cancela la Feria Nacional de San Marcos, en Aguascalientes",https://www.eluniversal.com.mx/estados/por-pandemia-se-cancela-la-feria-nacional-de-san-marcos-en-aguascalientes,universal,2-07-2020,1
Llega vuelo de EU a México con 45 ventiladores para afrontar Covid-19,https://www.la-prensa.com.mx/mexico/sociedad/llega-vuelo-de-eu-a-mexico-con-45-ventiladores-para-afrontar-covid-19-5441283.html,laprensa,2-07-2020,0
"En BCS, detectan caso de coronavirus y dengue en niña de 7 años",https://www.milenio.com/estados/bcs-detectan-caso-coronavirus-dengue-nina-7-anos,milenio,3-07-2020,0
Coronavirus: ¿el fin del mundo está cerca?,https://www.la-prensa.com.mx/mexico/sociedad/coronavirus-el-fin-del-mundo-esta-cerca-covid-19-religiones-apocalipsis-teorias-profesias-5444732.html,laprensa,3-07-2020,1
Angustia impacta durante el confinamiento en Argentina,https://www.la-prensa.com.mx/mundo/angustia-impacta-durante-el-confinamiento-en-argentina-afectaciones-pandemia-coronavirus-covid-19-5444805.html,laprensa,3-07-2020,1
Coronavirus deja cifra récord de contagios en 24 horas en el mundo: OMS,https://www.milenio.com/internacional/coronavirus-oms-reporta-cifra-record-contagios-mundo,milenio,4-07-2020,1
Tamaulipas refuerza operativos sanitarios en Puentes Internacionales por Covid,https://www.eluniversal.com.mx/estados/coronavirus-tamaulipas-refuerzan-operativos-sanitarios-en-puentes-internacionales,universal,4-07-2020,0
Verano peligroso en tiempos de coronavirus,https://www.la-prensa.com.mx/circulos/turismo/vacaciones-verano-peligroso-coronavirus-turismo-afectado-pandemia-covid-19-5448536.html,laprensa,4-07-2020,1
Reportan a menor de 7 años con dengue y Covid en Los Cabos,https://www.eluniversal.com.mx/estados/coronavirus-reportan-menor-de-7-anos-con-dengue-y-covid-los-cabos,universal,4-07-2020,0
"El coronavirus ha mutado, alerta la OMS",https://www.la-prensa.com.mx/mundo/el-coronavirus-ha-mutado-alerta-la-oms-5449049.html,laprensa,5-07-2020,1
SinoVac inicia fase final de ensayo de vacuna contra coronavirus,https://www.milenio.com/negocios/coronavirus-sinovac-inicia-fase-ensayo-vacuna-covid,milenio,6-07-2020,0
China adopta medidas tras un caso de peste bubónica,https://www.la-prensa.com.mx/mundo/china-adopta-medidas-tras-un-caso-de-peste-bubonica-5456610.html,laprensa,6-07-2020,0
OMS alerta que 73 países corren riesgo de quedarse sin fármacos contra el VIH,https://www.la-prensa.com.mx/doble-via/salud/oms-alerta-que-73-paises-corren-riesgo-de-quedarse-sin-farmacos-contra-el-vih-5456780.html,laprensa,6-07-2020,1
"Covid-19 amenaza avances en lucha contra el sida, advierte la ONU",https://www.milenio.com/internacional/coronavirus-compromete-la-lucha-contra-el-vih-onu,milenio,6-07-2020,1
"En Morelos, presentan plan para reapertura y reactivación económica por coronavirus",https://www.milenio.com/estados/coronavirus-morelos-presentan-plan-reapertura-economica,milenio,7-07-2020,0
"Jair Bolsonaro, presidente de Brasil, da positivo a coronavirus",https://www.eluniversal.com.mx/mundo/coronavirus-jair-bolsonaro-presidente-de-brasil-da-positivo-covid,universal,7-07-2020,0
Investigan brote de coronavirus en asilo de Saltillo,https://www.milenio.com/estados/coahuila-investigan-brote-coronavirus-asilo-saltillo,milenio,8-07-2020,0
"Coronavirus en Jalisco, noticias del 9 de julio",https://www.milenio.com/policia/coronavirus-jalisco-8-julio-noticias-hora-casos,milenio,8-07-2020,0
Merkel empuja a Europa frente a la pandemia del Covid-19,https://www.eluniversal.com.mx/mundo/merkel-empuja-europa-frente-la-pandemia,universal,9-07-2020,1
ONU alerta que el coronavirus dejará en Latinoamérica 45 millones de nuevos pobres,https://www.la-prensa.com.mx/mundo/onu-alerta-que-el-coronavirus-dejara-en-latinoamerica-45-millones-de-nuevos-pobres-5471041.html,laprensa,9-07-2020,1
China alerta por neumonía más letal que el coronavirus; Kazajistan responde,https://www.milenio.com/internacional/china-alerta-neumonia-letal-coronavirus-kazajistan,milenio,10-07-2020,1
"México vive situación ""extremadamente compleja"" por Covid-19: OPS",https://www.la-prensa.com.mx/mexico/mexico-vive-situacion-extremadamente-compleja-por-covid-19-ops-5477351.html,laprensa,10-07-2020,1
China identifica camarones con coronavirus; suspende importación,https://www.milenio.com/internacional/coronavirus-china-alerta-contagio-importaciones-ecuador,milenio,11-07-2020,0
"""Pandemia amenaza supervivencia de industria de medios""",https://www.eluniversal.com.mx/mundo/pandemia-amenaza-supervivencia-de-industria-de-medios,universal,11-07-2020,1
Últimas noticias sobre el avance del coronavirus en Hidalgo el 12 de julio,https://www.milenio.com/ciencia-y-salud/covid-19-en-hidalgo-hoy-12-de-julio-ultimas-noticias,milenio,12-07-2020,0
"CCM: ineficacia e irresponsabilidad en manejo de pandemia, aceleró crisis económica",https://www.la-prensa.com.mx/mexico/ccm-ineficacia-e-irresponsabilidad-en-manejo-de-pandemia-acelero-crisis-economica-5483610.html,laprensa,12-07-2020,1
“Con el coronavirus tengo derecho al miedo”: Ángeles Mastretta,https://www.eluniversal.com.mx/cultura/con-el-coronavirus-tengo-derecho-al-miedo-angeles-mastretta,universal,13-07-2020,1
Pandemia amenaza con provocar hambre a más de 80 millones de personas,https://www.la-prensa.com.mx/mundo/pandemia-amenaza-con-provocar-hambre-a-mas-de-80-millones-de-personas-coronavirus-covid-19-epidemia-contagios-crisis-economica-5487190.html,laprensa,13-07-2020,1
"""Tengo más miedo de ir al súper que de venir a trabajar"", médica",https://www.milenio.com/estados/torreon-medica-cuenta-su-testimonio-en-la-lucha-contra-el-coronavirus,milenio,14-07-2020,1
Alza en contagios en Guerrero por coronavirus pone en riesgo semáforo naranja,https://www.milenio.com/estados/coronavirus-alza-contagios-cambiar-semaforo-guerrero,milenio,14-07-2020,1
Edomex cuenta con 800 camas disponibles para atender Covid-19,https://www.eluniversal.com.mx/metropoli/cdmx/edomex-cuenta-con-800-camas-disponibles-para-atender-covid-19,universal,14-07-2020,0
Asistió a una 'fiesta covid' para contagiarse y murió horas después,https://www.la-prensa.com.mx/mundo/asistio-a-una-fiesta-covid-para-contagiarse-y-murio-horas-despues-en-texas-eu-5492320.html,laprensa,14-07-2020,1
"En Tlaxcala el regreso a clases esta en riesgo, dependerá del semáforo epidemiológico",https://www.milenio.com/politica/comunidad/tlaxcala-regreso-clases-riesgo-dependera-semaforo,milenio,15-07-2020,1
Ecatepec es el municipio de Edomex con más contagios y muertes por Covid-19,https://www.eluniversal.com.mx/metropoli/edomex/ecatepec-es-el-municipio-de-edomex-con-mas-contagios-y-muertes-por-covid-19,universal,15-07-2020,1
CdMx rebasa las 8 mil muertes por coronavirus,https://www.milenio.com/politica/comunidad/coronavirus-alcaldia-cdmx-mapa-casos-muertes-16-julio,milenio,16-07-2020,0
Pandemia y deudas infectan a los estados,https://www.eluniversal.com.mx/nacion/en-epidemia-estados-y-municipios-con-deuda-de-642-mmdp,universal,16-07-2020,1
Guerrillas de Colombia imponen brutal confinamiento,https://www.la-prensa.com.mx/mundo/guerrillas-de-colombia-imponen-brutal-confinamiento-pandemia-coronavirus-covid-19-5500279.html,laprensa,16-07-2020,1
¡Abajo el telón! Teatros 'fantasma' en Los Ángeles por la pandemia,https://www.milenio.com/internacional/teatros-de-los-angeles-los-fantasmas-de-la-ciudad-por-coronavirus,milenio,17-07-2020,1
"Ciudad china de Urumqi, en cuarentena por rebrote de Covid-19",https://www.la-prensa.com.mx/mundo/ciudad-china-de-urumqi-xinjiang-en-cuarentena-por-rebrote-de-covid-19-5505783.html,laprensa,17-07-2020,1
Casos confirmados de Covid-19 en Puebla al 17 de julio,https://www.eluniversal.com.mx/estados/coronavirus-puebla-casos-confirmados-de-covid-19-al-17-de-julio,universal,18-07-2020,0
Situación crítica en Hong Kong por aumento de casos por Covid-19,https://www.la-prensa.com.mx/mundo/situacion-critica-en-hong-kong-por-aumento-de-casos-por-covid-19-coronavirus-pandemia-5512831.html,laprensa,19-07-2020,1
Bangladesh autoriza última fase de ensayos para vacuna china contra el coronavirus,https://www.milenio.com/internacional/coronavirus-bangladesh-aprueba-ensayo-vacuna-china-covid-19,milenio,20-07-2020,0
"Pese a rebrote, Trump minimiza la pandemia",https://www.eluniversal.com.mx/mundo/pese-rebrote-trump-minimiza-la-pandemia,universal,20-07-2020,1
Trump advierte que pandemia por Covid-19 “va a empeorar”,https://www.eluniversal.com.mx/mundo/pandemia-por-covid-19-va-empeorar-advierte-trump,universal,21-07-2020,1
"Por covid-19, declaran toque de queda voluntario en Mulegé, BCS",https://www.milenio.com/estados/coronavirus-declaran-toque-queda-voluntario-mulege-bcs,milenio,22-07-2020,0
Señales de alerta de niños en el confinamiento,https://www.la-prensa.com.mx/doble-via/salud/senales-de-alerta-de-ninos-en-el-confinamiento-afectaciones-emocionales-pandemia-coronavirus-covid-19-infancia-5525141.html,laprensa,22-07-2020,1
Homicidios y muertos por covid-19: el descontrol,https://www.milenio.com/opinion/maite-azuela/contracorriente/homicidios-y-muertos-por-covid-19-el-descontrol,milenio,23-07-2020,1
¿Mutaciones del coronavirus están volviendo al virus más infeccioso?,https://www.eluniversal.com.mx/mundo/coronavirus-mutaciones-estan-volviendo-al-covid-19-mas-infeccioso,universal,23-07-2020,1
"El 93.2% de las empresas en México, afectadas por Covid-19",https://www.la-prensa.com.mx/finanzas/el-93.2-de-las-empresas-en-mexico-afectadas-por-covid-19-inegi-5531926.html,laprensa,23-07-2020,0
Más miedo al hambre que al Covid-19; mexicanos salen a trabajar,https://www.la-prensa.com.mx/mexico/sociedad/mexicanos-pierden-el-miedo-al-covid-19-salen-a-trabajar-por-necesidad-coronavirus-pobreza-crisis-economica-pandemia-epidemia-economia-5530327.html,laprensa,23-07-2020,1
"Fallece por Covid, Úrsula Mojica Obrador, prima del presidente AMLO",https://www.la-prensa.com.mx/republica/fallece-por-covid-ursula-mojica-obrador-prima-del-presidente-amlo-5535487.html,laprensa,24-07-2020,0
Xavi Hernández da positivo a coronavirus,https://www.milenio.com/deportes/futbol-internacional/xavi-hernandez-da-positivo-a-coronavirus,milenio,25-07-2020,0
Sheinbaum pide uso riguroso de cubrebocas en la CDMX,https://www.eluniversal.com.mx/metropoli/cdmx/advierten-de-alza-en-ocupacion-hospitalaria,universal,25-07-2020,0
Situación en España despierta temor a una “segunda ola” de Covid-19 en Europa,https://www.eluniversal.com.mx/mundo/situacion-en-espana-despierta-temores-un-rebrote-de-covid-19-en-europa,universal,25-07-2020,1
Suman 15 diputados con Covid-19; una acudió a sesión el pasado miércoles,https://www.eluniversal.com.mx/nacion/suman-15-diputados-con-covid-19-una-acudio-sesion-el-pasado-miercoles,universal,26-07-2020,0
Me contagie de Covid-19 en la línea de batalla,https://www.la-prensa.com.mx/metropoli/me-contagie-de-covid-19-en-la-linea-de-batalla-bajaron-sus-defensas-y-enfermo-5542963.html,laprensa,26-07-2020,1
Brinda Secretaría de Salud apoyo psicológico a personal y a la población por covid-19,https://www.milenio.com/ciencia-y-salud/edomex-salud-brinda-apoyo-psicologico-covid-19,milenio,27-07-2020,0
Consejero de Seguridad Nacional de Trump da positivo a Covid-19,https://www.eluniversal.com.mx/mundo/consejero-de-seguridad-nacional-de-trump-da-positivo-covid-19,universal,27-07-2020,0
"Epidemia empeorará antes que haya una mejora, advierte Trump",https://www.la-prensa.com.mx/mundo/donald-trump-epidemia-covid-19-va-a-empeorar-antes-que-haya-una-mejora-5523522.html,laprensa,27-07-2020,1
Detectan casos de covid-19 en asilo de Baja California Sur,https://www.milenio.com/estados/detectan-casos-covid-19-asilo-baja-california-sur,milenio,28-07-2020,0
Reino Unido debe protegerse ante amenaza de segundo brote de Covid-19: Boris Johnson,https://www.la-prensa.com.mx/mundo/reino-unido-debe-protegerse-ante-amenaza-de-segundo-brote-de-covid-19-boris-johnson-5550422.html,laprensa,28-07-2020,1
Crisis por Covid-19 agrava desnutrición en los niños,https://www.la-prensa.com.mx/mundo/covid-19-agrava-desnutricion-en-los-ninos-mundo-pandemia-coronavirus-5550454.html,laprensa,28-07-2020,1
Sacerdotes con covid-19 van de salida de la enfermedad: Diócesis de Torreón,https://www.milenio.com/estados/torreon-sacerdotes-con-coronavirus-van-de-salida-de-la-enfermedad,milenio,29-07-2020,0
"Por Covid-19, sigue leve crecimiento en hospitalizaciones en CDMX",https://www.eluniversal.com.mx/video/metropoli/por-covid-19-sigue-leve-crecimiento-en-hospitalizaciones-en-cdmx,universal,29-07-2020,0
En Alerta el Gobierno capitalino por nuevo incremento en hospitalización,https://www.la-prensa.com.mx/metropoli/en-alerta-el-gobierno-capitalino-por-nuevo-incremento-en-hospitalizacion-5557266.html,laprensa,29-07-2020,1
"En Veracruz, alcaldesa de Chalma da positivo a covid-19",https://www.milenio.com/estados/coronavirus-alcaldesa-de-chalma-da-positivo-al-covid-19,milenio,30-07-2020,0
"""Checo"" Pérez da positivo a Covid-19; se perderá la Silverstone",https://www.la-prensa.com.mx/deportes/automotriz/checo-perez-se-aisla-tras-resultado-no-concluyente-en-test-de-covid-19-formula-uno-carreras-famosos-coronavirus-pandemia-epidemia-confinamiento-piloto-5560820.html,laprensa,30-07-2020,0
Muere en México primer paciente con dengue y Covid,https://www.eluniversal.com.mx/estados/muere-en-mexico-primer-paciente-con-dengue-y-covid,universal,30-07-2020,0
Tlaxcala pasa a semáforo naranja de covid-19,https://www.milenio.com/ciencia-y-salud/tlaxcala-pasa-a-semaforo-naranja-de-covid-19,milenio,31-07-2020,0
"Pandemia no cede en CDMX, pese a 349 acciones",https://www.eluniversal.com.mx/metropoli/pandemia-no-cede-en-cdmx-pese-349-acciones,universal,31-07-2020,1
Medirán respuesta de mexicanos al covid-19,https://www.milenio.com/ciencia-y-salud/mediran-respuesta-de-mexicanos-al-covid-19,milenio,1-08-2020,0
EU preocupado por seguridad de vacunas china y rusa contra Covid-19,https://www.la-prensa.com.mx/mundo/eu-preocupado-por-seguridad-de-vacunas-china-y-rusa-contra-covid-19-coronavirus-5569073.html,laprensa,1-08-2020,1
Alertan que la enfermedad covid-19 daña el corazón incluso en pacientes jóvenes,https://www.milenio.com/ciencia-y-salud/covid-19-dana-el-corazon-incluso-de-pacientes-jovenes,milenio,2-08-2020,1
Asegura IMSS que médico que murió por covid-19 no fue rechazado,https://www.milenio.com/politica/comunidad/asegura-imss-medico-murio-covid-19-rechazado,milenio,3-08-2020,0
Suspenden policías estatales partido de futbol en Tamaulipas por Covid,https://www.eluniversal.com.mx/estados/suspenden-policias-estatales-partido-de-futbol-en-tamaulipas-por-covid,universal,3-08-2020,0
Suben casos de dengue en Yucatán; llegan a 138,https://www.eluniversal.com.mx/estados/suben-casos-de-dengue-en-yucatan-llegan-138,universal,3-08-2020,0
Estudio revela que algunos sobrevivientes de Covid-19 sufren desórdenes psiquiátricos,https://www.la-prensa.com.mx/doble-via/salud/estudio-revela-que-algunos-sobrevivientes-de-covid-19-sufren-desordenes-psiquiatricos-5576530.html,laprensa,3-08-2020,1
Van 4 días con tendencia a la baja en hospitalizaciones por covid-19: Sheinbaum,https://www.milenio.com/politica/comunidad/hospitalizaciones-en-cdmx-disminuyeron-en-ultimos-4-dias-sheinbaum,milenio,4-08-2020,0
